Participant,Temperature,Duration,Location
8,-12,2.0,0.25
8,9,0.5,1.0
8,0,0.1,1.0
8,-12,1.0,0.0
8,0,1.5,0.75
8,-15,0.1,1.0
8,9,1.5,0.25
8,-12,1.0,0.0
8,-15,2.0,0.0
8,6,1.0,0.5
8,-12,1.0,0.25
8,-12,1.0,0.75
8,-12,1.0,0.75
8,-12,0.5,0.25
8,-15,0.5,0.0
8,9,2.0,0.5
8,-15,0.1,0.5
8,-12,0.1,0.0
8,0,2.0,0.5
8,0,2.0,0.5
8,0,0.1,0.75
8,-15,2.0,0.25
8,-15,1.5,0.75
8,6,1.0,0.5
8,-15,0.1,0.25
8,6,1.0,1.0
8,0,2.0,1.0
8,6,0.5,0.25
8,-12,2.0,0.25
8,-12,1.0,0.5
8,-12,1.0,1.0
8,6,1.5,0.75
8,0,2.0,0.25
8,0,0.5,0.0
8,-15,2.0,1.0
8,-12,2.0,0.0
8,-12,0.1,0.25
8,-15,1.5,1.0
8,-12,0.1,0.0
8,9,0.5,0.25
8,9,0.1,0.5
8,0,0.1,0.0
8,0,2.0,1.0
8,-15,0.1,0.0
8,0,0.5,0.25
8,-12,1.5,0.5
8,-15,0.5,0.25
8,0,1.5,0.5
8,9,0.5,0.5
8,6,0.5,1.0
8,6,0.5,0.5
8,-15,1.0,1.0
8,6,0.1,0.0
8,9,1.5,0.5
8,-15,1.0,0.75
8,6,0.5,0.75
8,-15,0.1,0.25
8,0,0.5,0.0
8,6,1.5,0.5
8,-12,1.5,0.25
8,9,2.0,0.0
8,6,2.0,0.75
8,6,0.5,0.0
8,-12,1.5,1.0
8,6,0.5,1.0
8,-12,1.0,1.0
8,-15,1.5,1.0
8,-15,0.1,0.5
8,0,0.5,0.25
8,-15,1.0,0.75
8,-15,2.0,0.25
8,0,0.1,0.5
8,-15,0.5,1.0
8,-15,1.5,0.0
8,-12,1.0,0.75
8,9,2.0,1.0
8,-15,0.1,1.0
8,-15,1.5,0.5
8,6,2.0,0.0
8,9,2.0,0.75
8,6,2.0,0.5
8,9,1.5,0.0
8,6,2.0,0.75
8,-15,1.5,0.0
8,-12,0.5,1.0
8,6,1.5,0.5
8,-15,1.5,0.0
8,0,0.5,1.0
8,-12,2.0,0.5
8,9,1.0,0.25
8,-15,1.0,0.25
8,6,1.0,1.0
8,-12,0.5,0.25
8,6,0.1,0.75
8,-12,1.5,1.0
8,6,0.5,0.75
8,-12,0.5,0.0
8,0,2.0,0.0
8,-12,1.5,0.0
8,6,0.1,0.5
8,0,1.0,0.25
8,6,1.0,0.75
8,9,2.0,1.0
8,-12,1.5,0.75
8,9,0.1,0.25
8,-12,1.5,0.0
8,6,1.0,1.0
8,6,2.0,0.75
8,9,1.5,0.5
8,6,2.0,0.0
8,0,1.5,0.0
8,-12,0.5,1.0
8,6,0.5,0.25
8,-12,2.0,1.0
8,9,0.5,1.0
8,0,0.5,0.5
8,9,1.0,0.0
8,0,1.0,0.75
8,9,2.0,0.75
8,0,1.0,0.0
8,-12,1.5,0.75
8,9,1.0,0.75
8,-12,0.1,0.0
8,0,0.1,0.75
8,0,1.0,0.5
8,-15,2.0,0.5
8,9,1.5,0.75
8,-12,2.0,0.5
8,-12,1.5,0.25
8,-15,1.0,0.5
8,-15,1.0,0.5
8,6,1.5,0.0
8,6,0.1,1.0
8,-15,2.0,0.5
8,9,0.5,0.5
8,-12,0.1,0.5
8,-15,1.5,0.5
8,-15,2.0,1.0
8,-15,2.0,0.5
8,6,0.1,0.5
8,0,0.1,0.5
8,-12,0.1,1.0
8,0,2.0,0.25
8,-12,0.5,0.5
8,-15,1.0,0.75
8,-12,0.1,0.5
8,0,1.5,1.0
8,9,0.1,0.75
8,-15,1.5,0.75
8,0,1.0,0.25
8,-12,0.1,0.5
8,9,1.5,0.75
8,0,2.0,1.0
8,9,1.0,0.75
8,9,1.5,0.5
8,9,1.0,0.0
8,6,0.1,0.25
8,9,1.5,0.25
8,9,0.1,0.75
8,-12,0.1,0.25
8,0,1.0,0.75
8,9,1.5,0.0
8,6,1.5,1.0
8,9,0.5,1.0
8,9,1.0,1.0
8,9,1.5,0.75
8,0,2.0,0.75
8,-15,0.5,1.0
8,9,0.5,0.25
8,-12,0.5,0.75
8,9,2.0,0.25
8,9,0.5,0.5
8,-15,2.0,0.75
8,-15,0.1,1.0
8,6,1.5,1.0
8,9,1.5,1.0
8,9,2.0,0.25
8,9,1.0,0.5
8,6,0.1,1.0
8,-15,0.5,0.5
8,9,0.1,1.0
8,6,0.1,1.0
8,-12,0.5,0.5
8,-15,0.1,0.75
8,-12,1.5,1.0
8,-15,0.5,0.5
8,0,1.5,0.75
8,-12,2.0,0.0
8,-12,1.5,0.25
8,0,1.5,1.0
8,0,0.5,0.75
8,6,1.5,0.25
8,9,2.0,0.0
8,-15,0.1,0.0
8,-15,1.0,0.25
8,6,0.1,0.75
8,-15,1.0,0.5
8,6,1.5,0.0
8,9,1.0,0.5
8,6,2.0,0.5
8,0,0.5,0.75
8,9,1.0,1.0
8,6,1.5,1.0
8,0,1.5,0.5
8,9,1.0,0.25
8,6,2.0,1.0
8,6,1.5,0.25
8,6,1.0,0.75
8,-15,2.0,1.0
8,9,1.5,1.0
8,0,1.5,0.0
8,-12,2.0,1.0
8,0,0.1,1.0
8,-15,1.5,0.5
8,6,1.5,0.25
8,-15,0.5,0.0
8,6,0.5,1.0
8,6,1.0,0.0
8,0,2.0,0.0
8,6,0.5,0.0
8,6,0.5,0.75
8,0,1.0,0.5
8,0,1.5,0.5
8,9,1.5,0.25
8,9,0.1,0.0
8,-12,0.1,1.0
8,0,0.1,0.0
8,-15,2.0,0.0
8,-15,0.5,1.0
8,-15,0.5,0.25
8,6,2.0,1.0
8,-12,0.1,0.75
8,0,1.0,1.0
8,6,2.0,0.0
8,9,0.5,0.75
8,0,1.0,1.0
8,-15,0.1,0.75
8,9,1.0,0.75
8,9,0.1,1.0
8,0,0.5,0.25
8,6,1.5,0.75
8,9,2.0,1.0
8,0,2.0,0.75
8,-12,2.0,0.25
8,0,2.0,0.25
8,-15,2.0,0.25
8,-12,0.1,1.0
8,-15,0.1,0.75
8,9,0.5,0.0
8,-12,0.5,0.0
8,6,2.0,0.25
8,0,1.0,0.75
8,0,0.1,0.5
8,-15,1.0,1.0
8,6,1.0,0.25
8,-12,1.5,0.75
8,9,0.1,0.0
8,6,1.5,0.75
8,6,0.1,0.25
8,9,1.0,0.5
8,0,0.1,0.75
8,-12,0.5,0.75
8,0,1.0,0.0
8,0,1.0,1.0
8,-15,2.0,0.75
8,-15,2.0,0.75
8,0,1.5,0.25
8,-12,2.0,0.75
8,0,2.0,0.75
8,-15,1.5,0.25
8,0,1.5,1.0
8,6,0.5,0.25
8,0,1.0,0.25
8,-15,1.5,1.0
8,6,1.0,0.75
8,0,0.1,0.25
8,9,1.0,0.25
8,9,2.0,0.75
8,0,0.5,1.0
8,-12,2.0,1.0
8,-15,0.5,0.25
8,9,0.1,0.5
8,0,0.5,0.5
8,-12,1.5,0.0
8,-12,0.5,1.0
8,-15,1.0,0.25
8,6,1.0,0.5
8,9,1.0,0.0
8,-15,0.1,0.5
8,-12,1.5,0.5
8,-15,0.5,0.75
8,-12,0.5,0.25
8,9,2.0,0.5
8,0,0.5,0.5
8,6,2.0,0.25
8,9,0.5,0.25
8,9,2.0,0.25
8,6,0.5,0.5
8,0,2.0,0.0
8,-12,0.1,0.75
8,9,0.5,0.75
8,-12,1.5,0.5
8,6,0.5,0.5
8,0,1.0,0.0
8,-12,0.5,0.5
8,6,0.1,0.0
8,0,1.5,0.75
8,-12,2.0,0.75
8,-15,0.1,0.25
8,9,0.1,0.25
8,-12,0.1,0.75
8,-12,2.0,0.75
8,-12,0.5,0.75
8,6,2.0,0.25
8,-15,1.0,1.0
8,6,1.0,0.25
8,-12,2.0,0.0
8,0,1.5,0.25
8,9,1.5,0.0
8,6,1.0,0.25
8,9,1.0,1.0
8,9,0.5,0.0
8,6,0.1,0.0
8,6,0.1,0.25
8,9,0.5,0.0
8,6,1.5,0.0
8,-15,1.0,0.0
8,-12,0.1,0.25
8,6,0.1,0.75
8,0,2.0,0.5
8,9,0.1,0.0
8,-15,1.5,0.75
8,-15,1.0,0.0
8,0,0.1,0.0
8,9,1.5,1.0
8,-12,1.0,0.25
8,-12,2.0,0.5
8,-12,1.0,0.5
8,9,0.1,1.0
8,6,1.0,0.0
8,0,1.5,0.25
8,-12,0.5,0.0
8,-15,1.0,0.0
8,-15,0.5,0.75
8,-15,1.5,0.25
8,9,0.1,0.75
8,9,0.5,0.75
8,0,0.1,1.0
8,-15,0.5,0.5
8,9,2.0,0.0
8,-15,0.5,0.0
8,-12,1.0,0.0
8,9,2.0,0.5
8,-12,1.0,0.25
8,0,0.5,1.0
