Participant,Temperature,Duration,Location
6,-15,1.0,0.75
6,0,0.5,0.75
6,9,2.0,0.75
6,-12,1.5,1.0
6,-12,1.0,0.5
6,-15,0.1,0.5
6,-15,2.0,0.75
6,-12,0.1,0.5
6,-15,1.0,0.5
6,0,0.1,0.25
6,9,1.0,0.75
6,6,1.0,0.5
6,9,1.5,0.5
6,6,2.0,0.25
6,6,0.5,0.25
6,6,1.0,0.25
6,0,2.0,0.0
6,6,0.5,0.5
6,6,1.5,0.75
6,-15,0.1,0.75
6,-15,0.1,1.0
6,-15,1.5,0.0
6,0,1.0,0.25
6,0,0.1,0.0
6,9,1.0,0.5
6,-12,1.5,0.75
6,0,1.5,0.0
6,-15,1.0,0.75
6,9,0.5,1.0
6,9,2.0,0.0
6,-15,2.0,0.5
6,9,0.1,0.0
6,-12,0.1,1.0
6,-12,1.0,1.0
6,0,2.0,0.25
6,6,0.5,0.0
6,0,0.1,0.5
6,-12,0.1,0.0
6,-15,0.5,1.0
6,-12,1.5,0.5
6,-15,2.0,0.75
6,6,0.1,0.5
6,9,1.0,0.25
6,-12,0.5,0.25
6,0,1.5,1.0
6,0,1.5,0.25
6,9,0.5,0.25
6,-12,1.5,0.25
6,0,0.5,0.0
6,6,2.0,0.25
6,-12,1.5,0.25
6,-15,0.1,0.25
6,9,1.5,0.75
6,0,0.5,1.0
6,9,2.0,0.5
6,-12,1.5,0.0
6,-12,0.5,0.0
6,0,0.5,0.25
6,6,0.1,0.0
6,0,1.0,1.0
6,-12,2.0,0.75
6,-15,0.5,0.75
6,9,1.0,0.5
6,-15,0.1,0.0
6,-12,0.5,1.0
6,-15,0.5,0.75
6,-12,1.0,0.5
6,-15,1.0,0.5
6,0,1.5,0.75
6,9,2.0,0.25
6,0,2.0,1.0
6,0,2.0,0.0
6,-15,0.1,0.25
6,-15,2.0,0.5
6,9,0.1,1.0
6,0,0.1,0.5
6,9,2.0,0.0
6,0,2.0,0.75
6,9,1.0,0.0
6,-12,2.0,0.25
6,-12,2.0,0.0
6,-15,2.0,0.0
6,-12,0.1,0.0
6,-12,2.0,0.75
6,9,2.0,0.0
6,9,0.5,0.5
6,9,0.1,0.25
6,-15,2.0,0.0
6,6,1.0,1.0
6,6,0.5,1.0
6,6,0.5,0.75
6,-15,1.0,0.5
6,-15,2.0,0.75
6,0,1.5,0.5
6,9,1.0,0.25
