Participant,Temperature,Duration,Direction
9,6,0.1,1
9,9,2.0,0
9,6,2.0,0
9,9,2.0,1
9,6,0.1,0
9,-15,2.0,0
9,0,2.0,0
9,-12,2.0,1
9,6,1.5,0
9,9,0.1,0
9,-15,0.5,0
9,0,0.1,1
9,0,1.5,1
9,9,1.0,1
9,0,1.0,0
9,-15,1.0,1
9,6,0.5,1
9,-12,2.0,0
9,-15,1.0,0
9,6,2.0,1
9,6,0.5,0
9,-12,0.1,0
9,-12,2.0,1
9,-15,2.0,1
9,-15,0.5,1
9,-15,1.0,1
9,9,0.5,1
9,0,2.0,1
9,9,0.5,1
9,-12,1.5,0
9,0,2.0,0
9,6,0.5,1
9,0,0.5,0
9,-12,0.5,0
9,9,2.0,1
9,-15,1.0,1
9,-15,0.1,1
9,0,2.0,1
9,6,1.5,1
9,6,1.0,0
9,0,1.5,1
9,-12,1.5,0
9,-15,0.1,1
9,-12,0.1,0
9,-12,1.5,1
9,-15,1.5,1
9,0,1.0,0
9,-12,1.0,1
9,-12,0.1,1
9,6,0.1,1
9,9,1.0,0
9,-12,0.5,0
9,6,1.0,0
9,-15,0.5,1
9,0,0.1,0
9,-12,2.0,0
9,9,2.0,1
9,9,0.5,0
9,9,0.1,1
9,6,0.1,0
9,-12,0.1,1
9,-15,1.5,1
9,-15,0.1,1
9,6,2.0,1
9,-12,0.5,0
9,6,0.5,1
9,-12,1.5,1
9,-12,0.1,0
9,6,1.5,1
9,9,2.0,0
9,-12,1.5,0
9,0,0.5,1
9,6,1.5,0
9,0,1.0,1
9,0,0.1,1
9,-15,2.0,0
9,0,1.0,1
9,0,0.5,1
9,-15,1.0,0
9,6,1.5,1
9,0,0.5,0
9,6,0.5,0
9,6,0.5,0
9,6,1.0,1
9,0,1.0,0
9,6,1.0,1
9,0,2.0,0
9,0,1.5,0
9,9,1.5,0
9,9,1.0,1
9,9,0.1,1
9,-15,0.1,0
9,-15,1.0,0
9,0,1.0,1
9,9,1.5,0
9,-15,1.5,0
9,-15,0.5,0
9,9,2.0,0
9,-15,2.0,1
9,-15,1.5,0
9,0,1.5,1
9,9,0.1,1
9,-12,0.5,1
9,-15,0.1,0
9,6,1.0,1
9,6,2.0,0
9,0,0.5,0
9,0,1.5,0
9,0,0.1,0
9,9,1.5,0
9,-12,2.0,0
9,-15,0.5,1
9,-15,2.0,1
9,0,0.1,0
9,9,1.0,0
9,9,1.5,1
9,6,0.1,0
9,-15,0.1,0
9,-12,0.5,1
9,6,2.0,1
9,-12,1.0,0
9,-15,1.5,0
9,6,1.5,0
9,9,1.5,1
9,9,0.1,0
9,0,2.0,1
9,-12,2.0,1
9,-12,1.0,1
9,-15,1.5,1
9,-12,1.0,0
9,0,1.5,0
9,9,1.0,1
9,6,2.0,0
9,0,0.5,1
9,9,0.5,1
9,-12,0.1,1
9,-12,1.0,1
9,0,0.1,1
9,6,1.0,0
9,9,0.5,0
9,9,0.5,0
9,-12,1.0,0
9,-12,0.5,1
9,9,1.5,1
9,9,0.1,0
9,6,0.1,1
9,-12,1.5,1
9,-15,2.0,0
9,-15,0.5,0
9,9,1.0,0
